,Comment,comment_clean,sentiment_scores,compound_score,sentence_sentiment
1154,Calvin successfully completed this week's main task of setting up the database environment for the mobile app.,calvin successfully completed this weeks main task of setting up the database environment for the mobile app,"{'neg': 0.0, 'neu': 0.833, 'pos': 0.167, 'compound': 0.4939}",0.4939,Good
1155,Tasks 1 - 3 were done well but task 4 has not been completed please take time and complete it,tasks were done well but task has not been completed please take time and complete it,"{'neg': 0.111, 'neu': 0.818, 'pos': 0.07, 'compound': -0.2247}",-0.2247,Poor
1156,Despite the limited time the student was able to accomplish the tasks. She showed extra interest in learning.,despite the limited time the student was able to accomplish the tasks she showed extra interest in learning,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.7555}",0.7555,Good
1157,Thank you Walter. I am interested in knowing more about the actual details of the tasks you have been working on and those in progress. We shall discuss this in the coming week's standup meetings.,thank you walter i am interested in knowing more about the actual details of the tasks you have been working on and those in progress we shall discuss this in the coming weeks standup meetings,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.7906}",0.7906,Good
1158,Thank you Walter for staying the course. Please try to be more detailed and particular in presenting the tasks accomplished in a week and those in progress for my better understanding of your professional development.,thank you walter for staying the course please try to be more detailed and particular in presenting the tasks accomplished in a week and those in progress for my better understanding of your professional development,"{'neg': 0.0, 'neu': 0.691, 'pos': 0.309, 'compound': 0.9081}",0.9081,Excellent
1159,Thanks Ryan for the report. A little more detail and particularity on the tasks would improve your weekly reporting. I will expound on this in the coming week's standup meetings.,thanks ryan for the report a little more detail and particularity on the tasks would improve your weekly reporting i will expound on this in the coming weeks standup meetings,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7003}",0.7003,Good
1160,we will meet on 9th August to see how to get you a temporary solution   but you need to write clearer statements,we will meet on august to see how to get you a temporary solution   but you need to write clearer statements,"{'neg': 0.0, 'neu': 0.927, 'pos': 0.073, 'compound': 0.1655}",0.1655,Good
1161,Collaborative development was area of focus this week.,collaborative development was area of focus this week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1162,Work well done. I will expect you learn different tools used in MTN to monitor mobile money.,work well done i will expect you learn different tools used in mtn to monitor mobile money,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2732}",0.2732,Good
1164,"Good implementation of stored procedures, and c# desktop environment. Still improving in terms of using proper design principles.",good implementation of stored procedures and c desktop environment still improving in terms of using proper design principles,"{'neg': 0.0, 'neu': 0.737, 'pos': 0.263, 'compound': 0.6908}",0.6908,Good
1166,"One of the most important parts of this job is figuring out what could be the problem and solve it with whatever information is available. so understanding errors and what could mean is key, use of documentation is also important and this is why i decided to let Joshua take the task on without much help from me. Good progress has been made.",one of the most important parts of this job is figuring out what could be the problem and solve it with whatever information is available so understanding errors and what could mean is key use of documentation is also important and this is why i decided to let joshua take the task on without much help from me good progress has been made,"{'neg': 0.103, 'neu': 0.743, 'pos': 0.154, 'compound': 0.4131}",0.4131,Good
1167,"A little more work is needed as regards communication and timely responses to tasks. But in general, a lot has been archived.",a little more work is needed as regards communication and timely responses to tasks but in general a lot has been archived,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1168,Alvin has been able to re-implement the Unet segmentation model for necrosis. He has upgraded the libraries used from Tensorflow 1.0 to Tensorflow 2.0 which is more optimized for the operations.,alvin has been able to reimplement the unet segmentation model for necrosis he has upgraded the libraries used from tensorflow to tensorflow which is more optimized for the operations,"{'neg': 0.0, 'neu': 0.901, 'pos': 0.099, 'compound': 0.5095}",0.5095,Good
1169,Thank you Hillary for the good progress registered so far. I encourage you to engage your colleague more so that you can synchronise your efforts better in order to allow us conclude the assignment in time.,thank you hillary for the good progress registered so far i encourage you to engage your colleague more so that you can synchronise your efforts better in order to allow us conclude the assignment in time,"{'neg': 0.0, 'neu': 0.605, 'pos': 0.395, 'compound': 0.9514}",0.9514,Excellent
1170,Progressive with other tasks being handled as we introduced networking .,progressive with other tasks being handled as we introduced networking,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1171,Thank you Jedidiah for staying focused on attaining the objectives of the project. I encourage you to engage more with your remaining teammate so that you synchronise your work even before turning up for the daily standup meetings. This will make all of us move faster to project completion.,thank you jedidiah for staying focused on attaining the objectives of the project i encourage you to engage more with your remaining teammate so that you synchronise your work even before turning up for the daily standup meetings this will make all of us move faster to project completion,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.8689}",0.8689,Excellent
1173,To demo nmap to fellow interns,to demo nmap to fellow interns,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1175,"Valuable insights from the user experience feedback. Also good job with the other fixes taken, indicates you are now familiar with react basics.",valuable insights from the user experience feedback also good job with the other fixes taken indicates you are now familiar with react basics,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.7184}",0.7184,Good
1176,This was completed,this was completed,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1177,"Keep up the participation in meetings.
Good job with the investigation.","keep up the participation in meetings
good job with the investigation","{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404,Good
1178,Good display of design competence with the Figma task. Looking forward to seeing more contribution in Figma.,good display of design competence with the figma task looking forward to seeing more contribution in figma,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}",0.4404,Good
1180,Nickson was able  to acquire the new skillset introduced to then that week.,nickson was able  to acquire the new skillset introduced to then that week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
1181,Good Job. Ms. Tumuhairwe is a hardworking and reliable individual,good job ms tumuhairwe is a hardworking and reliable individual,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,Good
1182,"Technically challenged by the Laptop ,although followed the recorded videos to catch up.",technically challenged by the laptop although followed the recorded videos to catch up,"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.1027}",-0.1027,Poor
1183,Happy with the effort taken to increase his work rate.,happy with the effort taken to increase his work rate,"{'neg': 0.0, 'neu': 0.571, 'pos': 0.429, 'compound': 0.7184}",0.7184,Good
1184,"Gerald can write basic PHP scripts as well as MySQLi, so he can manipulate the database using PHP and MySQL, He has obtained knowledge of deploying software to a live server through github.",gerald can write basic php scripts as well as mysqli so he can manipulate the database using php and mysql he has obtained knowledge of deploying software to a live server through github,"{'neg': 0.0, 'neu': 0.938, 'pos': 0.062, 'compound': 0.2732}",0.2732,Good
1185,Gerald has acquired knowledge of how to integrate Mobile money and Credit payment into a web system.,gerald has acquired knowledge of how to integrate mobile money and credit payment into a web system,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",0.3818,Good
1186,"Time and experience will help him get comfortable using postman for API testing and documentation, other than everything was a success.",time and experience will help him get comfortable using postman for api testing and documentation other than everything was a success,"{'neg': 0.0, 'neu': 0.65, 'pos': 0.35, 'compound': 0.8658}",0.8658,Excellent
1187,"He performed well, and we commend his research skills.",he performed well and we commend his research skills,"{'neg': 0.0, 'neu': 0.583, 'pos': 0.417, 'compound': 0.6124}",0.6124,Good
